,raw_address,simple_address,longitude,latitude
12972,"University Ghana,Dept Physiotherapy,Sch Allied Hlth Sci,POB KB 143,Accra,Ghana.","Accra,Ghana",-0.2167,5.55
12973,"University Calif Los Angeles,David Geffen Sch Med,Dept Psychiat & Biobehav Sci,Semel Inst Neurosci & Human Behav,760 Westwood Plaza,C9-948A,Los Angeles,CA 90095 USA.","Westwood,USA",-74.0307,40.9878
12974,"University Exeter,Inst Hlth Serv Res,Sch Med,Room 104A,Veysey Bldg,Salmon Pool Lane,Exeter EX2 4SG,Devon,United Kingdom.","Exeter,United Kingdom",-3.53,50.7004
12975,"University Surrey,Guildford GU2 7XH,Surrey,United Kingdom.","University Surrey,United Kingdom",-97.35214,32.808
12976,"University Hong Kong,Dept Family Med & Primary Care,Ap Lei Chau 3F,161 Ap Lei Chau Main St,Ap Lei Chau,Hong Kong,China.","Hong Kong,China",114.185,22.305
12977,"Adelphi Real World Ltd,Bollington SK10 5JB,Cheshire,United Kingdom.","Adelphi Real World Ltd,United Kingdom",1.40273,51.22181
12978,"NCI,Div Canc Control & Populat Sci,Bethesda,MD 20892 USA.","NCI,USA",-87.61287,45.07572
12979,"University Liverpool,Dept Mol & Clin Pharmacol,Liverpool L69 3BX,Merseyside,United Kingdom.","Liverpool,United Kingdom",-2.918,53.416
12980,"University Liverpool,Dept Mol & Clin Pharmacol,Liverpool L69 3BX,Merseyside,United Kingdom.","Liverpool,United Kingdom",-2.918,53.416
12981,"Agri Devlet Hastanesi,Fiziksel Tip & Rehabil Bolumu,Agri,Turkey.","Agri,Turkey",43.0513,39.7198
12982,"Bastyr University,Bastyr Integrat Oncol Res Ctr,14500 Juanita Dr NE,Kenmore,WA 98028 USA.","Kenmore,USA",-122.246,47.7531
12983,"University Pais Vasco UPV EHU,Dept Matemat Aplicada & Estadist & Invest Operat,Bilbao,Spain.","Bilbao,Spain",-2.93,43.25
12984,"Hosp Clin University Valencia,Dept Surg,C Gen San Martin 24-4,Valencia 46004,Spain.","Valencia,Spain",-0.4,39.485
12985,"Ctr Med Forcilles,Serv Pneumol,F-77170 Ferolles Attilly,France.","Ctr Med Forcilles,France",2.1642,47.81972
12986,"University Adelaide,Australian Res Ctr Populat Oral Hlth,122 Frome St,Adelaide,SA 5005,Australia.","Adelaide,Australia",138.6,-34.935
12987,"University E Anglia,Sch Allied Hlth Profess,Fac Med & Hlth Sci,Norwich NR4 7TJ,Norfolk,United Kingdom.","Norwich,United Kingdom",1.3,52.6304
12988,"Regenstrief Inst Hlth Care,5th Floor,1050 Wishard Blvd,Indianapolis,IN 46202 USA.","Indianapolis,USA",-86.1458,39.7771
12989,"University Teknol Mara UiTM,Jalan Hosp,Fac Med,Sungai Buloh Campus,Selangor Darul Ehsan,Malaysia.","University Teknol Mara UiTM,Malaysia",102.181188,2.366875
12990,"Semnan University,Fac Psychol & Educ Sci,Dept Clin Psychol,Semnan,Iran.","Semnan,Iran",53.3743,35.5548
12991,"University Med Cluster,Div Rheumatol,1E Kent Ridge Rd,Level 10,NUHS Tower Block,Singapore 119228,Singapore.","Singapore,Singapore",103.8558,1.293
12992,"Chiang Mai University,Fac Med,Dept Internal Med,Div Rheumatol,Chiang Mai 50200,Thailand.","Chiang Mai,Thailand",98.98,18.8
12993,"University Miskolc,Fac Hlth Care,Mesz U 1,H-3508 Miskolc,Hungary.","Miskolc,Hungary",20.78,48.1004
12994,"Linkoping University Hosp,Dept Intens Care,SE-58183 Linkoping,Sweden.","Linkoping,Sweden",15.6299,58.41
12995,"University Hosp La Paz,Dept Otolaryngol Head & Neck Surg,Secretaria Otorrinolaringol,4th Floor,Paseo Castellana 261,Madrid 28046,Spain.","Madrid,Spain",-3.6834,40.4
12996,"Charite,Med Klin Schwerpunkt Psychosomat,Luisenstr 13A,D-10117 Berlin,Germany.","Berlin,Germany",13.4015,52.5218
12997,"Bezmialem Vakif University,Fac Med,Dept Otorhinolaryngol,Istanbul,Turkey.","Istanbul,Turkey",29.01,41.105
12998,"University Toronto,Toronto Gen Hosp,Peter Munk Cardiac Ctr,Div Cardiol,585 University Ave,4N-489,Toronto,ON M5G 2N2,Canada.","Toronto,Canada",-79.42,43.7
12999,"Diakonhjemmet Hosp,Natl Resource Ctr Rehabil Rheumatol,POB 23,NO-0319 Oslo,Norway.","Oslo,Norway",10.75,59.9167
13000,"Rehabil Orton,Tenholantie 10,FI-00280 Helsinki,Finland.","Helsinki,Finland",24.9341,60.1756
13001,"Kio University,Fac Hlth Sci,Dept Phys Therapy,4-2-2 Umaminaka,Koryocho,Nara 6350832,Japan.","Nara,Japan",135.8333,34.6833
13002,"9200 West Wisconsin Ave,Milwaukee,WI 53226 USA.","Milwaukee,USA",-87.9669,43.064
13003,"Kenyatta University,Dept Publ Hlth,Sch Hlth Sci,Nairobi,Kenya.","Nairobi,Kenya",36.8167,-1.2833
13004,"Charite,Klin Psychiat & Psychotherapie,Campus Benjamin Franklin Eschenallee 3,D-14050 Berlin,Germany.","Berlin,Germany",13.4015,52.5218
13005,"University Kebangsaan Malaysia,Fac Hlth Sci,Sch Hlth Care Sci,Dietet Programme,Jalan Raja Muda Abdul Aziz,Kuala Lumpur 50300,Malaysia.","Kuala Lumpur,Malaysia",101.7,3.1667
13006,"New York City Dept Hlth & Mental Hyg,World Trade Ctr,Hlth Registry,Gotham Ctr 2,42-09 28th St,7th Floor,Queens,NY 11101 USA.","York,USA",-97.5947,40.8708
13007,"L Sacco University Hosp,Rheumatol Unit,I-20127 Milan,Italy.","Milan,Italy",9.205,45.47
13008,"Waikato Clin Sch,Private Bag 3200,Hamilton 3242,New Zealand.","Hamilton,New Zealand",175.2896,-37.7783
13009,"University Athens,Hippokrat Hosp,Sch Med,Dept Cardiol 1,114 V Sofia Ave,Athens 11528,Greece.","Athens,Greece",23.7333,37.9833
13010,"University Bielefeld,Dept Psychol,University Str 25,D-33615 Bielefeld,Germany.","Bielefeld,Germany",8.53,52.03
13011,"Hosp Valle De Hebron,Dept Orthopaed Surg,P Vall dHebron 119,Barcelona 08035,Spain.","Barcelona,Spain",2.1834,41.3833
13012,"St Franziskus Hosp Muenster,Dept Spine Surg,Hohenzollernring 72,D-48145 Munster,Germany.","Munster,Germany",7.62,51.9704
13013,"Ctr Crohns & Colitis,Div Gastroenterol,2330 Post St,Room 610,Box 1623,San Francisco,CA 94143 USA.","Post,USA",-101.3814,33.1911
13014,"University Miami,Dept Psychol,POB 248185,Coral Gables,FL 33124 USA.","Miami,USA",-80.2102,25.784
13015,"University Hosp Bern,Inselspital,Dept Gen Internal Med,Div Psychosomat Med,CH-3010 Bern,Switzerland.","Bern,Switzerland",7.467,46.9167
13016,"University Georgia,Dept Psychol,Athens,GA 30602 USA.","Athens,USA",-95.8348,32.2053
13017,"Hlth Protect Scotland,5 Cadogan St,Glasgow G2 6QE,Lanark,United Kingdom.","Glasgow,United Kingdom",-4.2507,55.8744
13018,"Ave Cafe S-N,BR-14040904 Ribeirao Preto,SP,Brazil.","Ribeirao Preto,Brazil",-47.83,-21.17
13019,"Toronto Gen Hosp,Toronto,ON,Canada.","Toronto,Canada",-79.42,43.7
13020,"University Roma La Sapienza,St Andrea Hosp,Dept Neurosci Mental Hlth & Sensory Organs,1035-1039 Via Grottarossa,I-00189 Rome,Italy.","Rome,Italy",12.4833,41.896
13021,"Jagiellonian University,Coll Med,Dept Anat,12 Kopernika St,PL-31034 Krakow,Poland.","Krakow,Poland",19.96,50.06
13022,"University Med & Dent New Jersey,Sch Osteopath Med,570 Egg Harbor Rd,Suite A-1,Stratford,NJ 08084 USA.","Stratford,USA",-75.0154,39.8289
13023,"Skane University Lund,Dept Resp Dis & Allergol,Lund,Sweden.","Skane University Lund,Sweden",-97.76253,30.28885
13024,"Sorlandet Hosp HF,Dept Neurol,Postbox 783,N-4809 Arendal,Norway.","Arendal,Norway",8.766,58.4648
13025,"University Halle Wittenberg,University Sch Dent Med,Dept Pediat Dent,Dept Operat Dent & Periodontol,Harz 42A,D-06108 Halle,Germany.","University Halle Wittenberg,Germany",8.66711,50.63888
13026,"University Rennes 1,Fac Odontol,Dept Paediat Dent,2 Ave Prof Leon Bernard,F-35043 Rennes,France.","Rennes,France",-1.67,48.1
13027,"University Amsterdam,Acad Ctr Dent Amsterdam,Dept Prevent Dent,Gustav Mahlerlaan 3004,NL-1081 LA Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
13028,"Karolinska Inst,Dept Mol Med & Surg,Unit Upper Gastrointestinal Res,Norra Stationsgatan 67,Level 2,SE-17176 Stockholm,Sweden.","Stockholm,Sweden",18.0973,59.3508
13029,"University Michigan,Dept Pediat,Div Nephrol,CS Mott Childrens Hosp,Room 12-250,1540 E Hosp Dr,SPC 4297,Ann Arbor,MI 48109 USA.","Ann Arbor,USA",-83.7312,42.2757
13030,"University Alberta,Div Pediat GI & Nutr,Dept Paediat,Stollery Childrens Hosp,ECHA,4-579-11405-87th Ave,Edmonton,AB T6G 1C9,Canada.","Edmonton,Canada",-113.5,53.55
13031,"Tottori University,Sch Hlth Sci,86 Nishi Cho,Yonago,Tottori 6838503,Japan.","Tottori,Japan",134.2333,35.5004
13032,"University Bordeaux,INSERM,Neuroinflammat Imagerie & Therapie Sclerose Plaqu,Case 78,146 Rue Leo Saignat,F-33076 Bordeaux,France.","Bordeaux,France",-0.595,44.85
13033,"Hosp Sick Children,SickKids Res Inst,Room 2420,555 University Ave,Toronto,ON M5G 1X8,Canada.","Toronto,Canada",-79.42,43.7
13034,"Yao Municipal Hosp,Dept Nursing,1-3-1 Ryuge Cho,Yao,Osaka 5810069,Japan.","Osaka,Japan",135.4601,34.75
13035,"St James University Hosp,Leeds Inst Mol Med,Level 4 Bexley Wing,Beckett St,Leeds LS9 7TF,W Yorkshire,United Kingdom.","Leeds,United Kingdom",-1.58,53.83
13036,"Agencia Salud Publ Barcelona,Serv Sistemas Informac Sanitaria,Placa Lesseps 1,Barcelona 08023,Spain.","Barcelona,Spain",2.1834,41.3833
13037,"University So Calif,Keck Sch Med,Dept Ophthalmol,Los Angeles,CA 90033 USA.","Los Angeles,USA",-118.4068,34.114
13038,"University British Columbia,Suite 1000,777 West Broadway,Vancouver,BC V5Z 4J7,Canada.","Vancouver,Canada",-123.1216,49.2734
13039,"University Hong Kong,Dept Social Work & Social Adm,Pokfulam,Hong Kong,China.","Hong Kong,China",114.185,22.305
13040,"Tilburg University,Ctr Res Psychol Somat Dis,Dept Med Psychol & Neuropsychol,Warandelaan 2,NL-5000 LE Tilburg,Netherlands.","Tilburg University,Netherlands",5.09049,51.555119
13041,"St Vincents Hosp,H2M Level 4 OBrien Bldg,Victoria St,Darlinghurst,NSW 2010,Australia.","St Vincents Hosp,Australia",144.1435,-37.33743
13042,"City Hope Natl Med Ctr,Dept Populat Sci,CCARE,1500 E Duarte Rd,Duarte,CA 91010 USA.","Hope,USA",-93.5908,33.6677
13043,"Hop Gui de Chauliac,Serv Neurol,80 Ave Augustin Fliche,F-34295 Montpellier 5,France.","Montpellier,France",3.87,43.6104
13044,"Sungkyunkwan University,Sch Med,Samsung Med Ctr,Dept Psychiat,50 Irwon Dong,Seoul 135710,South Korea.","Seoul,South Korea",126.9997,37.5663
13045,"Duke University,Div Urol,Dept Surg,Med Ctr,207 Res Dr,152 Jones Bldg,Durham,NC 27710 USA.","Durham,USA",-78.9045,35.9801
13046,"Adelaide Dent Hosp,Special Needs Unit,Frome Rd,Adelaide,SA 5005,Australia.","Adelaide,Australia",138.6,-34.935
13047,"University N Carolina,Div Hematol & Oncol,Lineberger Comprehens Canc Ctr,Campus Box 7305,3rd Floor,Phys Off Bldg,170 Manni,Chapel Hill,NC 27599 USA.","Chapel Hill,USA",-79.0387,35.9271
13048,"7037 Wisconsin Inst Med Res,1111 Highland Ave,Madison,WI 53792 USA.","Highland,USA",-117.1653,34.1113
13049,"University Freiburg,Interdisciplinary Res Grp,Freiburg Inst Adv Studies FRIAS,Starkenstr 44,D-79104 Freiburg,Germany.","Freiburg,Germany",7.8699,48.0004
13050,"St James Inst Oncol,Dept Haematol,Level 3 Bexley Wing,Beckett St,Leeds LS9 7TF,W Yorkshire,United Kingdom.","Leeds,United Kingdom",-1.58,53.83
13051,"Childrens Mercy Hosp & Clin,2401 Gillham Rd,Kansas City,MO 64108 USA.","Kansas City,USA",-94.5541,39.1239
13052,"University Childrens Hosp Zurich,Dept Psychosomat & Psychiat,Steinwiesstr 75,CH-8032 Zurich,Switzerland.","Zurich,Switzerland",8.55,47.38
13053,"Radboud University Nijmegen,Med Ctr,Dept Primary & Community Care,Internal Code 117,POB 9101,NL-6500 HB Nijmegen,Netherlands.","Radboud University Nijmegen,Netherlands",5.85865,51.84169
13054,"University Belgrade,Fac Med,Belgrade,Serbia.","Belgrade,Serbia",20.468,44.8186
13055,"Albert Einstein Coll Med,1165 Morris Pk Ave,Bronx,NY 10461 USA.","Morris,USA",-88.43,41.3744
13056,"University Belgrade,Sch Med,Clin Ctr Serbia,Neurol Clin,Dr Subot St 6,Belgrade 11000,Serbia.","Belgrade,Serbia",20.468,44.8186
13057,"IMS Hlth,Hlth Econ & Outcomes Res,1725 Duke St,Suite 510,Alexandria,VA 22314 USA.","Alexandria,USA",-77.0861,38.8184
13058,"University Med Ctr,Inst Med Psychol,Hamburg,Germany.","Hamburg,Germany",10,53.55
13059,"Chinese Acad Med Sci,Peking Union Med Coll Hosp,Dept Obstet & Gynecol,Beijing 100730,China.","Beijing,China",116.3883,39.9289
13060,"University Helsinki,Cent Hosp,Div Anaesthesiol & Intens Care Med,Intens Care Unit,Dept Surg,POB 340,Hus Helsinki 00029,Finland.","Helsinki,Finland",24.9341,60.1756
13061,"University Med & Dent New Jersey,Dept Nutr Sci,Sch Hlth Related Profess,65 Bergen St,Newark,NJ 07107 USA.","Newark,USA",-75.7573,39.6777
13062,"University Wisconsin,Sch Med & Publ Hlth,Dept Urol,1685 Highland Ave,UW Med Fdn Centennial Bldg,Madison,WI 53705 USA.","Highland,USA",-117.1653,34.1113
13063,"Red Cross University Coll,PO 55676,SE-10215 Stockholm,Sweden.","Stockholm,Sweden",18.0973,59.3508
13064,"University Illinois,Dept Kinesiol & Community Hlth,233 Freer Hall,Urbana,IL 61801 USA.","Urbana,USA",-88.1972,40.1106
13065,"University Freiburg,Med Ctr,Dept Qual Management & Social Med,Engelbergerstr 21,D-79106 Freiburg,Germany.","Freiburg,Germany",7.8699,48.0004
13066,"City Hope Natl Med Ctr,Dept Populat Sci,CCARE,1500 E Duarte Rd,Duarte,CA 91010 USA.","Hope,USA",-93.5908,33.6677
13067,"Bergen University Coll,Fac Hlth & Social Sci,Haugeveien 28,N-5005 Bergen,Norway.","Bergen,Norway",5.3245,60.391
13068,"Med University Innsbruck,Dept Psychiat & Psychotherapy,Anichstr 35,A-6020 Innsbruck,Austria.","Innsbruck,Austria",11.41,47.2804
13069,"University Fed Minas Gerais,Sch Dent,Dept Pediat Dent & Orthodont,Av Antonio Carlos 6627,BR-31270901 Belo Horizonte,MG,Brazil.","Belo Horizonte,Brazil",-43.915,-19.915
13070,"116-17 Sokak 7 C,Blok Daire 3,TR-35050 Izmir,Turkey.","Izmir,Turkey",27.1518,38.4361
13071,"University Queensland,Div Physiotherapy,St Lucia,Qld 4072,Australia.","University Queensland,Australia",152.310516,-24.897421
13072,"University Nigeria,Nsukka,Enugu,Nigeria.","Nsukka,Nigeria",7.3834,6.867
13073,"Sichuan University,Dept Orthoped,West China Hosp,Chengdu,Sichuan,China.","Chengdu,China",104.07,30.67
13074,"University Bonn,Med Ctr,Dept Epileptol,D-53105 Bonn,Germany.","Bonn,Germany",7.08,50.7205
13075,"Zurich University Appl Sci,Inst Nursing,Technikumstr 71,CH-8401 Winterthur,Switzerland.","Zurich,Switzerland",8.55,47.38
13076,"Swedish Med Ctr,401 W Hampden Pl,Suite 230,Englewood,CO 80110 USA.","Englewood,USA",-73.9735,40.8917
13077,"Ontario HIV Treatment Network,Toronto,ON,Canada.","Toronto,Canada",-79.42,43.7
13078,"Massachusetts Gen Hosp,Mass Gen Hosp Children,Ctr Child & Adolescent Hlth Res & Policy,100 Cambridge St,15th Floor,Boston,MA 02114 USA.","Cambridge,USA",-76.0788,38.5519
13079,"Kingston Gen Hosp,Angada 4,Kingston,ON K7L 2V7,Canada.","Kingston,Canada",-76.4833,44.2337
13080,"Sun Yat Sen University,State Key Lab Oncol So China,Imaging Diag & Intervent Ctr,Ctr Canc,651 Dongfeng Rd E,Guangzhou 510060,Guangdong,China.","Guangzhou,China",113.325,23.145
13081,"King Saud University,Coll Dent,Dept Prosthet Dent Sci,DIORC,Riyadh,Saudi Arabia.","Riyadh,Saudi Arabia",46.7727,24.6408
13082,"University Chile,Inst Nutr & Food Technol,Santiago,Chile.","Santiago,Chile",-70.667,-33.45
13083,"University Queensland,Div Physiotherapy,St Lucia,Qld 4072,Australia.","University Queensland,Australia",152.310516,-24.897421
13084,"Mem Sloan Kettering Canc Ctr,1275 York Ave,New York,NY 10065 USA.","Kettering,USA",-84.1495,39.6956
13085,"St Jude Childrens Res Hosp,Dept Epidemiol & Canc Control,262 Danny Thomas Pl,MS 735,Memphis,TN 38105 USA.","Memphis,USA",-89.9773,35.1047
13086,"Natl University Singapore,Dept Pharm,18 Sci Dr,Block S4,Singapore 117543,Singapore.","Singapore,Singapore",103.8558,1.293
13087,"University Iceland,Fac Nursing Hlth Sci,Eiriksgata 34,IS-101 Reykjavik,Iceland.","Reykjavik,Iceland",-21.95,64.15
13088,"University Stavanger,Fac Social Sci,Dept Hlth Studies,N-4036 Stavanger,Norway.","Stavanger,Norway",5.68,58.97
13089,"United BioSource Corp,Outcomes Res,7101 Wisconsin Ave,Suite 600,Bethesda,MD 20814 USA.","United BioSource Corp,USA",-81.64825,28.34673
13090,"Canc Treatment Ctr Amer,2610 Sheridan Rd,Zion,IL 60099 USA.","Sheridan,USA",-106.9611,44.7949
13091,"Mie University,Grad Sch Med,Dept Gastrointestinal & Pediat Surg,2-174 Edobashi,Tsu,Mie 5148507,Japan.","Tsu,Japan",136.5167,34.7171
13092,"Sint Maartenskliniek,ReumaRes,POB 9011,NL-6500 GM Nijmegen,Netherlands.","Sint Maartenskliniek,Netherlands",4.08111,51.55046
13093,"University Zurich,Inst Social & Prevent Med,Hirschengraben 84,CH-8001 Zurich,Switzerland.","Zurich,Switzerland",8.55,47.38
13094,"Hannover Med Sch,Dept Resp Med OE6870,Carl Neuberg Str 1,D-30625 Hannover,Germany.","Hannover,Germany",9.7167,52.367
13095,"Knappschafts Krankenhaus,Kliniken Essen Mitte,Klin Nat Kunde & Integrat Med,Deimelsberg 34A,D-45276 Essen,Germany.","Essen,Germany",7.0166,51.45
13096,"UPMC Montefiore,Suite 933W,200 Lothrop St,Pittsburgh,PA 15213 USA.","Pittsburgh,USA",-79.9763,40.4396
13097,"Morehouse Sch Med,720 Westview Dr SW,Atlanta,GA 30310 USA.","Atlanta,USA",-94.1672,33.1136
13098,"CHU Nantes,Inst Malad Appareil Digestif,1 Pl Alexis Ricordeau,F-44093 Nantes,France.","Nantes,France",-1.59,47.2104
13099,"Veneto Inst Oncol IOV IRCCS,Oncol Surg Unit,Via Gattamelata 64,I-35128 Padua,Italy.","Veneto Inst Oncol IOV IRCCS,Italy",12.14394,46.52813
13100,"Res Unit Gen Practice Copenhagen,Oster Farimagsgade 5,DK-1014 Copenhagen,Denmark.","Res Unit Gen Practice Copenhagen,Denmark",-75.67508,43.89463
13101,"University British Columbia,Fac Dent,Dept Oral Hlth Sci,Div Community Dent & Prosthodont & Dent Geriatr,2199 Wesbrook Mall,Vancouver,BC V6T 1Z3,Canada.","Vancouver,Canada",-123.1216,49.2734
13102,"SKIMS,Dept Anesthesiol,F-10 B Block Married Doctors Hostel Skims Soura,Srinagar 190011,Jammu & Kashmir,India.","Srinagar,India",74.815,34.1
13103,"Aarhus University Hosp,Aalborg Hosp,Dept Endocrinol,Moellepk Vej 4,DK-9100 Aalborg,Denmark.","Aarhus,Denmark",10.2107,56.1572
13104,"Acad Ctr Dent Amsterdam ACTA,Dept Oral Kinesiol,Gustav Mahlerlaan 3004,NL-1081 LA Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
13105,"Tufts Med Ctr,Inst Clin Res & Hlth Policy Studies,800 Washington St,Box 063,Boston,MA 02111 USA.","Washington,USA",-77.0163,38.9047
13106,"Royal N Shore Hosp,Dept Med Oncol,Sydney,NSW 2065,Australia.","Sydney,Australia",151.1852,-33.92
13107,"Hosp University Madrid Sanchinarro,Gynecol Oncol Program,CIOCC,Calle Ona 10,Madrid 28050,Spain.","Madrid,Spain",-3.6834,40.4
13108,"Clin Ctr Serbia,Urol Clin,Resavska 51,Belgrade,Serbia.","Belgrade,Serbia",20.468,44.8186
13109,"University Georgia,Coll Publ Hlth,Dept Hlth Promot & Behav,330 River Rd,315 Ramsey Ctr,Athens,GA 30602 USA.","Ramsey,USA",-74.1457,41.0595
13110,"820 South Wood St,MC 793,Room 470,Chicago,IL 60616 USA.","Chicago,USA",-87.6861,41.8373
13111,"Miami University,Dept Family Studies & Social Work,101 McGuffey Hall,Oxford,OH 45056 USA.","Miami,USA",-80.2102,25.784
13112,"Athabasca University,Ctr Nursing & Hlth Studies,Fac Hlth Disciplines,1 University Dr,Athabasca,AB T9S 3A3,Canada.","Athabasca,Canada",-113.2666,54.717
13113,"Istanbul Medeniyet University,Gaztepe Egitim & Arasnrma Hastanesi,Istanbul,Turkey.","Istanbul,Turkey",29.01,41.105
13114,"Tokyo Metropolitan Inst Gerontol,Exercise Sci Res Grp,Itabashi Ku,35-2 Sakaecho,Tokyo 1730015,Japan.","Tokyo,Japan",139.7514,35.685
13115,"Mayo Clin Arizona,Div Hematol Oncol,CRB1-001,13400 East Shea Blvd,Scottsdale,AZ 85259 USA.","Scottsdale,USA",-111.865,33.6872
13116,"CHU Hotel Dieu,University Hosp,Inst Malad Appareil Digestif,Pl A Ricordeau,F-44093 Nantes,France.","Nantes,France",-1.59,47.2104
13117,"University Dundee,Dundee Dent Hosp & Sch,Pk Pl,Dundee DD1 4HN,United Kingdom.","Dundee,United Kingdom",-3,56.4704
13118,"Alzheimer Ctr Reina Sofia Fdn,Carlos Inst Hlth 3,CIEN Fdn,Alzheimer Dis Res Unit,Madrid,Spain.","Madrid,Spain",-3.6834,40.4
13119,"University Western Ontario,University Hosp,Div Urol,Dept Surg,LHSC C4-208,339 Windermere Rd,London,ON N6A 5A5,Canada.","London,Canada",-81.25,42.97
13120,"Tufts Med Ctr,Inst Clin Res & Hlth Policy Studies,Boston,MA USA.","Boston,USA",-71.0838,42.3189
13121,"City University London,Sch Hlth Sci,London EC1A 7QN,United Kingdom.","London,United Kingdom",-0.1167,51.5
13122,"Griffith University,Griffith Hlth Inst,Gold Coast,Qld 4222,Australia.","Griffith,Australia",146.04,-34.29
13123,"University Teknol MARA,Ctr Studies Community Dent,Fac Dent,Shah Alam,Malaysia.","Shah Alam,Malaysia",101.55,3.0667
13124,"Fourth Mil Med University,Dept Hlth Stat,Sch Publ Hlth,Xian 710032,Shaanxi,China.","Xian,China",108.895,34.275
13125,"University Naples 2,Rheumatol Unit,Via S Pansini 5,Edificio 3,I-80131 Naples,Italy.","Naples,Italy",14.245,40.84
13126,"Stem Cells Arabia,POB 2828,246 Al Medina Al Munawwara St,Amman,Jordan.","Amman,Jordan",35.9333,31.95
13127,"University Florida,Coll Med,Dept Hlth Outcomes & Policy,Gainesville,FL 32610 USA.","Gainesville,USA",-82.3454,29.6814
13128,"University Exeter,Sch Med,Veysey Bldg,Salmon Pool Lane,Exeter EX2 4SG,Devon,United Kingdom.","Exeter,United Kingdom",-3.53,50.7004
13129,"Indiana University Sch Med,Dept Pediat,Indianapolis,IN 46202 USA.","Indiana,USA",-79.1552,40.622
13130,"Hop Bicetre,AP HP,Le Kremlin Bicetre,France.","Hop Bicetre,France",2.35681,48.81213
13131,"VA Boston Healthcare Syst,Ctr Org Leadership & Management Res,150S Huntington Ave 152M,Boston,MA USA.","Boston,USA",-71.0838,42.3189
13132,"Forsch Inst Diabet Akad Mergentheim,Theodor Klotzbucher Str 12,D-97980 Bad Mergentheim,Germany.","Forsch Inst Diabet Akad Mergentheim,Germany",9.935578,48.421902
13133,"Chang Gung University,Dept Thorac Med,Chang Gung Mem Hosp,Coll Med,199 Tun Hwa North Rd,Taipei,Taiwan.","Taipei,Taiwan",121.5683,25.0358
13134,"University Sheffield,ScHARR,HEDS,30 Regent St,Sheffield S1 4DA,S Yorkshire,United Kingdom.","Sheffield,United Kingdom",-1.5,53.3667
13135,"Jinan University,Dept Endocrinol,Affiliated Hosp 1,Coll Med,Guangzhou 510632,Guangdong,China.","Jinan,China",116.995,36.675
13136,"University Adelaide,Discipline Gen Practice,Adelaide,SA,Australia.","Adelaide,Australia",138.6,-34.935
13137,"Queensland University Technol,Sch Clin Sci,Brisbane,Qld 4001,Australia.","Brisbane,Australia",153.0351,-27.455
13138,"Umea University,Dept Publ Hlth & Clin Med Epidemiol & Global Hlth,Umea,Sweden.","Umea,Sweden",20.24,63.83
13139,"Vestfold Hosp Trust,Morbid Obes Ctr,Tonsberg,Norway.","Tonsberg,Norway",10.421,59.264
13140,"Natl Inst Neurosci,Dept Neurol,Singapore,Singapore.","Singapore,Singapore",103.8558,1.293
13141,"University Clin Golnik,Div Cardiol,Golnik 36,SI-4204 Golnik,Slovenia.","University Clin Golnik,Slovenia",14.32986,46.32423
13142,"University Sao Paulo,Fac Dent,Dept Pediat Dent & Orthodont,Av Lineu Prestes 2227,BR-05508000 Sao Paulo,Brazil.","Sao Paulo,Brazil",-46.625,-23.5587
13143,"University Med Graz,Dept Psychiat,Auenbruggerpl 31,A-8036 Graz,Austria.","Graz,Austria",15.41,47.0778
13144,"Kommunhalsan Occupat Hlth Serv,Box 1222,S-35112 Vaxjo,Sweden.","Vaxjo,Sweden",14.8167,56.8837
13145,"Tel Aviv Sourasky Med Ctr,Dept Neurol,Lab Gait Anal & Neurodynam,Movement Disorders Unit,6 Weizmann St,IL-64239 Tel Aviv,Israel.","Tel Aviv Sourasky Med Ctr,Israel",34.77601,32.08568
13146,"Radboud University Nijmegen,Med Ctr,Dept Rehabil Occupat Therapy 898,Nijmegen Ctr Evidence Based Practice,Reinier Postlaan 2,6525GC,POB 9101,NL-6500 HB Nijmegen,Netherlands.","Radboud University Nijmegen,Netherlands",5.85865,51.84169
13147,"Damascus University,Dept Pediat Dent,Fac Dent,Damascus,Syria.","Damascus,Syria",36.3,33.5
13148,"Consejo Nacl Invest Cient & Tecn,RA-1033 Buenos Aires,DF,Argentina.","Buenos Aires,Argentina",-58.3975,-34.6025
13149,"Hosp Pediat Prof Dr Juan P Garrahan,Area Alimentac,Buenos Aires,DF,Argentina.","Buenos Aires,Argentina",-58.3975,-34.6025
13150,"University Alabama Birmingham,Fac Off Tower 805B,510 20th St S,Birmingham,AL 35294 USA.","Birmingham,USA",-86.7986,33.5276
13151,"Isfahan University Med Sci,Dept Community Med,Hezar Jerib St,Esfahan,Iran.","Isfahan,Iran",51.7,32.7
13152,"University Perugia,Dept Sci Umane & Formaz,Piazza G Ermini 1,I-06123 Perugia,Italy.","Perugia,Italy",12.39,43.1104
13153,"Ege University,Fac Med,Child & Adolescent Psychiat Dept,Izmir,Turkey.","Izmir,Turkey",27.1518,38.4361
13154,"Linnaeus University,Sch Hlth & Caring Sci,SE-39234 Kalmar,Sweden.","Kalmar,Sweden",16.3666,56.667
13155,"Jonkoping University,Sch Hlth Sci,Dept Nursing Sci,Box 1026,S-55111 Jonkoping,Sweden.","Jonkoping,Sweden",14.165,57.7713
